year_value,site_id,depth_to_gw_ft,depth_to_gw_m,year_type_id,metric_id,Aq_type,trend_type,POI_type_ID,latitude,longitude,location_name,data_source,bbox_side,open_et_version,scaled_annual_et_avg
2012,KSGS.375454101075401,185.385,56.505348,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,946.974
2013,KSGS.375454101075401,191.3866667,58.33465601,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1004.16
2014,KSGS.375454101075401,197.0333333,60.05575999,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1091.873
2015,KSGS.375454101075401,203.5133333,62.03086399,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,972.783
2016,KSGS.375454101075401,210.285,64.094868,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1036.643
2017,KSGS.375454101075401,215.3366667,65.63461601,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,948.761
2018,KSGS.375454101075401,216.5025,65.989962,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,1025.792
2019,KSGS.375454101075401,216.6733333,66.04203199,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.0,945.94
2020,KSGS.375454101075401,218.645,66.642996,water,mean,unconfined,annual mean,2000.0,37.91572,-101.1306,,USGS,1,2.1,1056.572
2000,TWDB.0753701,247.89,75.556872,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,600.163
2001,TWDB.0753701,248.03,75.599544,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,718.089
2002,TWDB.0753701,247.24,75.358752,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,449.587
2003,TWDB.0753701,247.94,75.572112,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,599.395
2004,TWDB.0753701,247.58,75.462384,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,603.998
2005,TWDB.0753701,247.85,75.54468,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,760.009
2006,TWDB.0753701,248.41,75.715368,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,578.382
2007,TWDB.0753701,248.77,75.825096,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,771.226
2008,TWDB.0753701,249.19,75.953112,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,565.231
2009,TWDB.0753701,249.37,76.007976,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,657.429
2010,TWDB.0753701,249.95,76.18476,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,693.721
2011,TWDB.0753701,250.26,76.279248,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,359.813
2012,TWDB.0753701,250.65,76.39812,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,417.346
2013,TWDB.0753701,251.18,76.559664,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,497.842
2014,TWDB.0753701,251.47,76.648056,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,493.39
2015,TWDB.0753701,254.23,77.489304,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,899.567
2016,TWDB.0753701,254.07,77.440536,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,809.292
2017,TWDB.0753701,255.24,77.797152,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,606.733
2018,TWDB.0753701,256.76,78.260448,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,621.345
2019,TWDB.0753701,257.66,78.534768,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.0,764.863
2020,TWDB.0753701,258.67,78.842616,water,mean,unconfined,annual mean,2000.0,35.16,-102.4886,,USGS,1,2.1,640.429
2000,TWDB.1005225,274.57,83.688936,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,846.7
2001,TWDB.1005225,275.16,83.868768,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,792.071
2002,TWDB.1005225,275.39,83.938872,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,654.927
2003,TWDB.1005225,276.41,84.249768,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,728.249
2004,TWDB.1005225,280.5,85.4964,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,835.031
2005,TWDB.1005225,278.01,84.737448,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,957.246
2006,TWDB.1005225,278.69,84.944712,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,772.28
2007,TWDB.1005225,279.34,85.142832,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,911.13
2008,TWDB.1005225,280.15,85.38972,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,738.317
2009,TWDB.1005225,284.98,86.861904,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,943.026
2010,TWDB.1005225,285.86,87.130128,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,808.472
2011,TWDB.1005225,288.19,87.840312,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,637.723
2012,TWDB.1005225,288.42,87.910416,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,624.888
2013,TWDB.1005225,293.05,89.32164,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,842.813
2014,TWDB.1005225,294.42,89.739216,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,639.142
2015,TWDB.1005225,295.25,89.9922,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,905.785
2016,TWDB.1005225,293.97,89.602056,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,832.353
2017,TWDB.1005225,296.55,90.38844,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,907.581
2018,TWDB.1005225,295.88,90.184224,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,739.179
2019,TWDB.1005225,298.49,90.979752,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.0,980.706
2020,TWDB.1005225,298.78,91.068144,water,mean,unconfined,annual mean,2000.0,34.97,-102.4381,,USGS,1,2.1,781.465
2000,TWDB.1038101,268.55,81.85404,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,1065.608
2001,TWDB.1038101,273.98,83.509104,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,935.569
2002,TWDB.1038101,276.25,84.201,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,926.707
2003,TWDB.1038101,282.29,86.041992,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,1016.589
2004,TWDB.1038101,286.08,87.197184,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,950.244
2005,TWDB.1038101,287.66,87.678768,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,1036.831
2006,TWDB.1038101,289.05,88.10244,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,913.485
2007,TWDB.1038101,291.69,88.907112,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,965.173
2008,TWDB.1038101,297.85,90.78468,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,881.763
2009,TWDB.1038101,303.89,92.625672,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,985.341
2010,TWDB.1038101,305.65,93.16212,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,950.261
2011,TWDB.1038101,310.52,94.646496,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,854.663
2012,TWDB.1038101,316.66,96.517968,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,1023.338
2013,TWDB.1038101,322.6,98.32848,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,987.841
2014,TWDB.1038101,328.88,100.242624,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,919.287
2015,TWDB.1038101,333.78,101.736144,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,981.687
2016,TWDB.1038101,333.41,101.623368,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,998.578
2017,TWDB.1038101,337.47,102.860856,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,1036.093
2018,TWDB.1038101,341.71,104.153208,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,824.492
2019,TWDB.1038101,344.42,104.979216,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.0,866.827
2020,TWDB.1038101,345.12,105.192576,water,mean,unconfined,annual mean,2000.0,34.46,-102.3522,,USGS,1,2.1,961.769
2000,TWDB.1039702,239.93,73.130664,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,908.445
2001,TWDB.1039702,246.93,75.264264,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,795.235
2002,TWDB.1039702,249.2,75.95616,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,690.452
2003,TWDB.1039702,255.1,77.75448,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,901.31
2004,TWDB.1039702,263.21,80.226408,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,914.871
2005,TWDB.1039702,261.65,79.75092,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,903.059
2006,TWDB.1039702,265.62,80.960976,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,831.092
2007,TWDB.1039702,269.4,82.11312,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,833.478
2008,TWDB.1039702,273.23,83.280504,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,826.96
2009,TWDB.1039702,280.35,85.45068,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,946.378
2010,TWDB.1039702,284.33,86.663784,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,882.639
2011,TWDB.1039702,286.87,87.437976,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,859.209
2012,TWDB.1039702,295.53,90.077544,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,931.233
2013,TWDB.1039702,302.52,92.208096,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,900.083
2014,TWDB.1039702,306.71,93.485208,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,880.891
2015,TWDB.1039702,311.3,94.88424,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,917.006
2016,TWDB.1039702,315.09,96.039432,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,961.487
2017,TWDB.1039702,321.05,97.85604,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,935.258
2018,TWDB.1039702,323.12,98.486976,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,946.345
2019,TWDB.1039702,328.78,100.212144,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.0,940.305
2020,TWDB.1039702,337.1,102.74808,water,mean,unconfined,annual mean,2000.0,34.38,-102.2336,,USGS,1,2.1,833.685
2000,TWDB.1157901,220.07,67.077336,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,874.012
2001,TWDB.1157901,224.47,68.418456,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,786.407
2002,TWDB.1157901,226.27,68.967096,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,898.755
2003,TWDB.1157901,235.75,71.8566,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,881.593
2004,TWDB.1157901,237.41,72.362568,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,943.388
2005,TWDB.1157901,233.66,71.219568,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,939.794
2006,TWDB.1157901,237.57,72.411336,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,864.649
2007,TWDB.1157901,238.65,72.74052,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,909.805
2008,TWDB.1157901,238.51,72.697848,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,842.9
2009,TWDB.1157901,243.26,74.145648,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,883.921
2010,TWDB.1157901,244.01,74.374248,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,958.921
2011,TWDB.1157901,246.18,75.035664,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,772.337
2012,TWDB.1157901,251.72,76.724256,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,828.994
2013,TWDB.1157901,256.18,78.083664,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,908.611
2014,TWDB.1157901,257.13,78.373224,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,770.788
2015,TWDB.1157901,258.46,78.778608,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,829.226
2016,TWDB.1157901,259.6,79.12608,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,875.365
2017,TWDB.1157901,260.33,79.348584,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,810.982
2018,TWDB.1157901,259.84,79.199232,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,686.386
2019,TWDB.1157901,261.16,79.601568,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.0,889.205
2020,TWDB.1157901,261.79,79.793592,water,mean,unconfined,annual mean,2000.0,34.03,-101.9056,,USGS,1,2.1,831.72
2000,TWDB.2409103,165.34,50.395632,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,563.178
2001,TWDB.2409103,169.07,51.532536,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,547.442
2002,TWDB.2409103,169.23,51.581304,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,506.059
2003,TWDB.2409103,169.6,51.69408,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,419.364
2004,TWDB.2409103,170.6,51.99888,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,568.492
2005,TWDB.2409103,169.37,51.623976,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,564.574
2006,TWDB.2409103,167.84,51.157632,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,444.787
2007,TWDB.2409103,167.08,50.925984,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,571.228
2008,TWDB.2409103,166.01,50.599848,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,494.619
2009,TWDB.2409103,165.19,50.349912,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,592.021
2010,TWDB.2409103,164.47,50.130456,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,587.265
2011,TWDB.2409103,164.18,50.042064,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,425.131
2012,TWDB.2409103,164.29,50.075592,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,259.959
2013,TWDB.2409103,164.64,50.182272,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,495.529
2014,TWDB.2409103,165.34,50.395632,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,544.839
2015,TWDB.2409103,165.82,50.541936,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,715.152
2016,TWDB.2409103,166.02,50.602896,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,596.737
2017,TWDB.2409103,166.12,50.633376,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,774.819
2018,TWDB.2409103,165.63,50.484024,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,653.017
2019,TWDB.2409103,165.11,50.325528,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.0,703.307
2020,TWDB.2409103,166.0,50.5968,water,mean,unconfined,annual mean,2000.0,33.8575,-102.9786,,USGS,1,2.1,493.283
2000,TWDB.2409801,123.52,37.648896,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,415.782
2001,TWDB.2409801,120.21,36.640008,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,478.526
2002,TWDB.2409801,120.44,36.710112,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,460.902
2003,TWDB.2409801,120.85,36.83508,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,333.647
2004,TWDB.2409801,121.17,36.932616,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,495.586
2005,TWDB.2409801,120.49,36.725352,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,431.119
2006,TWDB.2409801,120.64,36.771072,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,349.396
2007,TWDB.2409801,119.86,36.533328,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,420.325
2008,TWDB.2409801,121.18,36.935664,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,410.762
2009,TWDB.2409801,120.62,36.764976,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,610.561
2010,TWDB.2409801,122.03,37.194744,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,607.355
2011,TWDB.2409801,122.9,37.45992,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,439.726
2012,TWDB.2409801,124.61,37.981128,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,379.131
2013,TWDB.2409801,127.27,38.791896,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,653.69
2014,TWDB.2409801,128.7,39.22776,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,560.167
2015,TWDB.2409801,128.49,39.163752,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,683.289
2016,TWDB.2409801,128.15,39.06012,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,573.767
2017,TWDB.2409801,127.92,38.990016,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,679.987
2018,TWDB.2409801,126.23,38.474904,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,512.241
2019,TWDB.2409801,127.05,38.72484,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.0,641.165
2020,TWDB.2409801,128.99,39.316152,water,mean,unconfined,annual mean,2000.0,33.76,-102.9564,,USGS,1,2.1,526.839
2000,TWDB.2423701,110.77,33.762696,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,631.308
2001,TWDB.2423701,112.48,34.283904,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,606.592
2002,TWDB.2423701,111.29,33.921192,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,534.404
2003,TWDB.2423701,111.72,34.052256,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,415.326
2004,TWDB.2423701,112.65,34.33572,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,694.87
2005,TWDB.2423701,112.38,34.253424,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,717.67
2006,TWDB.2423701,112.99,34.439352,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,628.641
2007,TWDB.2423701,113.89,34.713672,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,788.287
2008,TWDB.2423701,112.67,34.341816,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,643.802
2009,TWDB.2423701,114.54,34.911792,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,697.291
2010,TWDB.2423701,115.71,35.268408,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,656.43
2011,TWDB.2423701,115.49,35.201352,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,435.496
2012,TWDB.2423701,116.1,35.38728,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,486.423
2013,TWDB.2423701,116.18,35.411664,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,555.072
2014,TWDB.2423701,116.92,35.637216,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,653.557
2015,TWDB.2423701,116.99,35.658552,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,779.099
2016,TWDB.2423701,115.99,35.353752,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,723.987
2017,TWDB.2423701,116.3,35.44824,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,757.006
2018,TWDB.2423701,116.1,35.38728,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,557.682
2019,TWDB.2423701,116.46,35.497008,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.0,756.333
2020,TWDB.2423701,116.65,35.55492,water,mean,unconfined,annual mean,2000.0,33.65222,-102.2278,,USGS,1,2.1,525.322
2000,TWDB.2453902,143.7,43.79976,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,865.522
2001,TWDB.2453902,145.57,44.369736,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,700.608
2002,TWDB.2453902,147.15,44.85132,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,705.253
2003,TWDB.2453902,148.27,45.192696,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,728.802
2004,TWDB.2453902,149.78,45.652944,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,838.851
2005,TWDB.2453902,150.3,45.81144,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,807.972
2006,TWDB.2453902,150.68,45.927264,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,685.639
2007,TWDB.2453902,150.84,45.976032,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,815.208
2008,TWDB.2453902,150.77,45.954696,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,808.456
2009,TWDB.2453902,151.33,46.125384,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,790.027
2010,TWDB.2453902,151.85,46.28388,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,799.198
2011,TWDB.2453902,152.0,46.3296,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,578.631
2012,TWDB.2453902,152.29,46.417992,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,728.923
2013,TWDB.2453902,152.58,46.506384,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,706.763
2014,TWDB.2453902,153.03,46.643544,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,574.169
2015,TWDB.2453902,153.1,46.66488,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,790.403
2016,TWDB.2453902,153.24,46.707552,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,761.584
2017,TWDB.2453902,152.89,46.600872,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,776.772
2018,TWDB.2453902,153.45,46.77156,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,630.738
2019,TWDB.2453902,153.92,46.914816,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.0,770.21
2020,TWDB.2453902,153.82,46.884336,water,mean,unconfined,annual mean,2000.0,33.13833,-102.3808,,USGS,1,2.1,499.269
2000,UNLCSD.423037099353801,26.48,8.071104,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,632.908
2001,UNLCSD.423037099353801,30.99,9.445752,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,661.24
2002,UNLCSD.423037099353801,29.32,8.936736,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,653.669
2003,UNLCSD.423037099353801,33.985,10.358628,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,722.353
2004,UNLCSD.423037099353801,35.19,10.725912,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,600.42
2005,UNLCSD.423037099353801,36.25,11.049,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,678.059
2006,UNLCSD.423037099353801,35.96,10.960608,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,683.735
2007,UNLCSD.423037099353801,37.78,11.515344,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,702.368
2008,UNLCSD.423037099353801,38.43,11.713464,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,550.264
2009,UNLCSD.423037099353801,36.71,11.189208,water,mean,unconfined,annual mean,2000.0,42.51028,-99.59429,,USGS,1,2.0,618.353
